filename,background_type,category,expected_volume_ml,measured_volume_ml,measured_diameter_mm,measured_height_mm,classification,confidence_percent,absolute_error_ml,relative_error_percent,success,processing_time_ms
BISMILLAH.jpg,complex,500ml,500.0,486.71,69.4,128.67,500mL,48.7,13.29000000000002,2.658000000000004,True,32.6
TAI.jpg,complex,500ml,500.0,0.81,8.36,14.72,200mL,0.1,499.19,99.83800000000001,True,66.2
TAI_fixed_debug.jpg,complex,500ml,500.0,1.52,9.12,23.27,200mL,0.2,498.48,99.69600000000001,True,61.9
TAI_fixed_final_debug.jpg,complex,500ml,500.0,1.52,9.12,23.27,200mL,0.2,498.48,99.69600000000001,True,51.3
biru.jpg,complex,500ml,500.0,1122.62,93.54,163.35,1000mL,100.0,622.6199999999999,124.52399999999997,True,19.7
processed_roi.jpg,complex,500ml,500.0,,,,,,,,False,25.700092315673828
roi_debug.jpg,complex,500ml,500.0,233900.41,545.55,1000.62,1000mL,100.0,233400.41,46680.082,True,36.7
tai_final_debug.jpg,complex,500ml,500.0,3.84,14.49,23.25,200mL,0.4,496.16,99.23200000000001,True,50.9
test2.1.jpg,complex,500ml,500.0,1526.48,101.82,187.45,1000mL,100.0,1026.48,205.29600000000002,True,21.5
test2.1_debug.jpg,complex,500ml,500.0,,,,,,,,False,15.356779098510742
test2.1_debug_hsv_1.jpg,complex,500ml,500.0,2374.69,122.3,202.14,1000mL,100.0,1874.69,374.938,True,15.7
test2.2.jpg,complex,500ml,500.0,811.25,74.96,183.81,1000mL,81.1,311.25,62.25000000000001,True,22.4
test2.3.jpg,complex,500ml,500.0,1049.38,81.87,199.35,1000mL,100.0,549.3800000000001,109.87600000000002,True,30.3
test2.4.jpg,complex,500ml,500.0,642.55,67.16,181.38,600mL,64.3,142.54999999999995,28.50999999999999,True,29.4
test2.4_debug.jpg,complex,500ml,500.0,1065.26,86.27,182.22,1000mL,100.0,565.26,113.05199999999999,True,20.8
test2.5.jpg,complex,500ml,500.0,6279.69,105.61,716.85,1000mL,100.0,5779.69,1155.9379999999999,True,30.1
test2.6.jpg,complex,500ml,500.0,408.68,67.7,113.54,500mL,40.9,91.32,18.264,True,32.0
test2.7.jpg,complex,500ml,500.0,50367.37,363.23,486.06,1000mL,100.0,49867.37,9973.474,True,31.6
test2.8.jpg,complex,500ml,500.0,753.01,60.42,262.62,1000mL,75.3,253.01,50.602000000000004,True,27.9
test2.8_debug.jpg,complex,500ml,500.0,,,,,,,,False,19.398927688598633
test2.8_debug_hsv_1.jpg,complex,500ml,500.0,2193.5,102.1,267.92,1000mL,100.0,1693.5,338.7,True,20.7
test2.9.jpg,complex,500ml,500.0,258.97,55.14,108.47,200mL,25.9,241.02999999999997,48.205999999999996,True,26.8
test3.1.jpg,complex,500ml,500.0,2512.68,130.03,189.21,1000mL,100.0,2012.6799999999998,402.536,True,25.6
test3.2.jpg,complex,500ml,500.0,3174.09,140.17,205.69,1000mL,100.0,2674.09,534.818,True,30.7
test3.3.jpg,complex,500ml,500.0,,,,,,,,False,26.47089958190918
test4.1.jpg,complex,500ml,500.0,1181.66,98.44,155.27,1000mL,100.0,681.6600000000001,136.33200000000002,True,32.0
test4.2.jpg,complex,500ml,500.0,1124.69,96.77,152.93,1000mL,100.0,624.69,124.93800000000002,True,29.5
test4.3.jpg,complex,500ml,500.0,1161.47,97.83,154.52,1000mL,100.0,661.47,132.294,True,29.8
test4.4.jpg,complex,500ml,500.0,,,,,,,,False,28.331995010375977
pls.png,simple,600ml,600.0,3608.48,106.67,403.81,1000mL,100.0,3008.48,501.41333333333336,True,165.2
pls2.png,simple,600ml,600.0,1024.52,90.44,159.47,1000mL,100.0,424.52,70.75333333333333,True,134.3
test_akhir.png,simple,600ml,600.0,9.66,17.18,41.67,200mL,1.0,590.34,98.39000000000001,True,139.4
